Sample,Date,Spp,Fragment,Treatment,Replicate,YII,Genotype,Days,Time_Point,Phase,TotalSH,logSH,D.Prp,Community,InitialCommunity
Ac_117_T18,2018-02-19,Ac,Ac_117,N,R1,0.544,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_117_T19,2018-02-22,Ac,Ac_117,N,R1,0.475,G_62,99,T19,Heat,0.267302024747508,-0.572997751556446,0,A,A
Ac_117_T20,2018-02-26,Ac,Ac_117,N,R1,0.365,G_62,103,T20,Heat,NA,NA,0,A,A
Ac_117_T21,2018-03-01,Ac,Ac_117,N,R1,0.231,G_62,106,T21,Heat,0.038447741681005,-1.41512916442643,0,A,A
Ac_118_T0,2017-07-26,Ac,Ac_118,N+P,R1,0.606,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_118_T1,2017-08-30,Ac,Ac_118,N+P,R1,0.513,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_118_T2,2017-10-10,Ac,Ac_118,N+P,R1,0.478,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_118_T3,2017-10-19,Ac,Ac_118,N+P,R1,0.539,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_118_T4,2017-11-06,Ac,Ac_118,N+P,R1,0.666,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_118_T5,2017-11-16,Ac,Ac_118,N+P,R1,0.633,G_62,1,T5,Baseline,0.316229238607539,-0.49999797760793,0,A,A
Ac_118_T6,2017-11-23,Ac,Ac_118,N+P,R1,0.634,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_118_T7,2017-11-29,Ac,Ac_118,N+P,R1,0.645,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_118_T8,2017-12-06,Ac,Ac_118,N+P,R1,0.655,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_118_T9,2017-12-13,Ac,Ac_118,N+P,R1,0.657,G_62,28,T9,Nutrients,0.041450768814359,-1.38246740989689,0,A,A
Ac_118_T10,2018-01-03,Ac,Ac_118,N+P,R1,0.656,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_118_T11,2018-01-19,Ac,Ac_118,N+P,R1,0.618,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_118_T12,2018-01-25,Ac,Ac_118,N+P,R1,0.615,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_118_T13,2018-01-30,Ac,Ac_118,N+P,R1,0.622,G_62,76,T13,Nutrients,0.242665794697125,-0.614991435951573,0,A,A
Ac_118_T15,2018-02-07,Ac,Ac_118,N+P,R1,0.612,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_118_T16,2018-02-12,Ac,Ac_118,N+P,R1,0.595,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_118_T17,2018-02-15,Ac,Ac_118,N+P,R1,0.588,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_118_T18,2018-02-19,Ac,Ac_118,N+P,R1,0.539,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_118_T19,2018-02-22,Ac,Ac_118,N+P,R1,0.515,G_62,99,T19,Heat,0.16199741202891,-0.790491923423674,0,A,A
Ac_118_T20,2018-02-26,Ac,Ac_118,N+P,R1,0.409,G_62,103,T20,Heat,0.055727864128554,-1.25392760174837,0,A,A
Ac_119_T0,2017-07-26,Ac,Ac_119,A,R2,0.614,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_119_T1,2017-08-30,Ac,Ac_119,A,R2,0.502,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_119_T2,2017-10-10,Ac,Ac_119,A,R2,0.507,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_119_T3,2017-10-19,Ac,Ac_119,A,R2,0.554,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_119_T4,2017-11-06,Ac,Ac_119,A,R2,0.665,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_119_T5,2017-11-16,Ac,Ac_119,A,R2,0.611,G_62,1,T5,Baseline,0.319091629886396,-0.496084587664299,0,A,A
Ac_119_T6,2017-11-23,Ac,Ac_119,A,R2,0.612,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_119_T7,2017-11-29,Ac,Ac_119,A,R2,0.639,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_119_T8,2017-12-06,Ac,Ac_119,A,R2,0.62,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_119_T9,2017-12-13,Ac,Ac_119,A,R2,0.607,G_62,28,T9,Nutrients,0.082872811123393,-1.08158792923074,0,A,A
Ac_119_T10,2018-01-03,Ac,Ac_119,A,R2,0.583,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_119_T11,2018-01-19,Ac,Ac_119,A,R2,0.593,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_119_T12,2018-01-25,Ac,Ac_119,A,R2,0.59,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_119_T13,2018-01-30,Ac,Ac_119,A,R2,0.591,G_62,76,T13,Nutrients,0.355160408361289,-0.449575453334213,0,A,A
Ac_119_T15,2018-02-07,Ac,Ac_119,A,R2,0.59,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_119_T16,2018-02-12,Ac,Ac_119,A,R2,0.559,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_119_T17,2018-02-15,Ac,Ac_119,A,R2,0.572,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_119_T18,2018-02-19,Ac,Ac_119,A,R2,0.555,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_119_T19,2018-02-22,Ac,Ac_119,A,R2,0.543,G_62,99,T19,Heat,0.1717096077832,-0.765205403787898,0,A,A
Ac_119_T20,2018-02-26,Ac,Ac_119,A,R2,0.545,G_62,103,T20,Heat,NA,NA,0,A,A
Ac_119_T21,2018-03-01,Ac,Ac_119,A,R2,0.531,G_62,106,T21,Heat,NA,NA,0,A,A
Ac_119_T22,2018-03-05,Ac,Ac_119,A,R2,0.449,G_62,110,T22,Heat,0.075810562027324,-1.12027028367356,0,A,A
Ac_119_T23,2018-03-08,Ac,Ac_119,A,R2,0.405,G_62,113,T23,Heat,NA,NA,0,A,A
Ac_119_T24,2018-03-25,Ac,Ac_119,A,R2,0.543,G_62,130,T24,Recovery,NA,NA,0,A,A
Ac_120_T0,2017-07-26,Ac,Ac_120,N,R2,0.564,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_120_T1,2017-08-30,Ac,Ac_120,N,R2,0.479,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_120_T2,2017-10-10,Ac,Ac_120,N,R2,0.5,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_120_T3,2017-10-19,Ac,Ac_120,N,R2,0.54,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_120_T4,2017-11-06,Ac,Ac_120,N,R2,0.671,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_120_T5,2017-11-16,Ac,Ac_120,N,R2,0.615,G_62,1,T5,Baseline,0.518365882064884,-0.285363590699512,0,A,A
Ac_120_T6,2017-11-23,Ac,Ac_120,N,R2,0.618,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_120_T7,2017-11-29,Ac,Ac_120,N,R2,0.639,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_120_T8,2017-12-06,Ac,Ac_120,N,R2,0.655,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_120_T9,2017-12-13,Ac,Ac_120,N,R2,0.639,G_62,28,T9,Nutrients,0.034032163288524,-1.46811044366329,0,A,A
Ac_120_T10,2018-01-03,Ac,Ac_120,N,R2,0.631,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_120_T11,2018-01-19,Ac,Ac_120,N,R2,0.619,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_120_T12,2018-01-25,Ac,Ac_120,N,R2,0.618,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_120_T13,2018-01-30,Ac,Ac_120,N,R2,0.611,G_62,76,T13,Nutrients,0.363126134451652,-0.439942493472966,0,A,A
Ac_120_T15,2018-02-07,Ac,Ac_120,N,R2,0.599,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_120_T16,2018-02-12,Ac,Ac_120,N,R2,0.593,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_120_T17,2018-02-15,Ac,Ac_120,N,R2,0.524,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_120_T18,2018-02-19,Ac,Ac_120,N,R2,0.516,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_120_T19,2018-02-22,Ac,Ac_120,N,R2,0.376,G_62,99,T19,Heat,NA,NA,0,A,A
Ac_121_T0,2017-07-26,Ac,Ac_121,N+P,R2,0.618,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_121_T1,2017-08-30,Ac,Ac_121,N+P,R2,0.517,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_121_T2,2017-10-10,Ac,Ac_121,N+P,R2,0.496,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_121_T3,2017-10-19,Ac,Ac_121,N+P,R2,0.529,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_121_T4,2017-11-06,Ac,Ac_121,N+P,R2,0.676,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_121_T5,2017-11-16,Ac,Ac_121,N+P,R2,0.617,G_62,1,T5,Baseline,0.193652585827268,-0.712976699540197,0,A,A
Ac_121_T6,2017-11-23,Ac,Ac_121,N+P,R2,0.634,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_121_T7,2017-11-29,Ac,Ac_121,N+P,R2,0.638,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_121_T8,2017-12-06,Ac,Ac_121,N+P,R2,0.636,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_121_T9,2017-12-13,Ac,Ac_121,N+P,R2,0.651,G_62,28,T9,Nutrients,0.028856550691995,-1.53975558263132,0,A,A
Ac_121_T10,2018-01-03,Ac,Ac_121,N+P,R2,0.567,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_121_T11,2018-01-19,Ac,Ac_121,N+P,R2,0.625,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_121_T12,2018-01-25,Ac,Ac_121,N+P,R2,0.606,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_121_T13,2018-01-30,Ac,Ac_121,N+P,R2,0.612,G_62,76,T13,Nutrients,0.362371819431608,-0.440845583459958,0,A,A
Ac_122_T0,2017-07-26,Ac,Ac_122,A,R1,0.622,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_122_T1,2017-08-30,Ac,Ac_122,A,R1,0.497,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_122_T2,2017-10-10,Ac,Ac_122,A,R1,0.523,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_122_T3,2017-10-19,Ac,Ac_122,A,R1,0.569,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_122_T4,2017-11-06,Ac,Ac_122,A,R1,0.671,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_122_T5,2017-11-16,Ac,Ac_122,A,R1,0.623,G_62,1,T5,Baseline,0.46669200929802,-0.330969635042605,0,A,A
Ac_122_T6,2017-11-23,Ac,Ac_122,A,R1,0.621,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_122_T7,2017-11-29,Ac,Ac_122,A,R1,0.628,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_122_T8,2017-12-06,Ac,Ac_122,A,R1,0.631,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_122_T9,2017-12-13,Ac,Ac_122,A,R1,0.629,G_62,28,T9,Nutrients,0.111494362563435,-0.952747091086559,0,A,A
Ac_122_T10,2018-01-03,Ac,Ac_122,A,R1,0.637,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_122_T11,2018-01-19,Ac,Ac_122,A,R1,0.601,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_122_T12,2018-01-25,Ac,Ac_122,A,R1,0.606,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_122_T13,2018-01-30,Ac,Ac_122,A,R1,0.591,G_62,76,T13,Nutrients,0.401380565872757,-0.396443659099522,0,A,A
Ac_122_T15,2018-02-07,Ac,Ac_122,A,R1,0.59,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_122_T16,2018-02-12,Ac,Ac_122,A,R1,0.564,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_122_T17,2018-02-15,Ac,Ac_122,A,R1,0.59,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_122_T18,2018-02-19,Ac,Ac_122,A,R1,0.598,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_122_T19,2018-02-22,Ac,Ac_122,A,R1,0.531,G_62,99,T19,Heat,0.124054215950736,-0.906388471754305,0,A,A
Ac_122_T20,2018-02-26,Ac,Ac_122,A,R1,0.491,G_62,103,T20,Heat,NA,NA,0,A,A
Ac_122_T21,2018-03-01,Ac,Ac_122,A,R1,0.511,G_62,106,T21,Heat,NA,NA,0,A,A
Ac_122_T22,2018-03-05,Ac,Ac_122,A,R1,0.346,G_62,110,T22,Heat,0.061641367179397,-1.21012773737926,0,A,A
Ac_122_T23,2018-03-08,Ac,Ac_122,A,R1,0.334,G_62,113,T23,Heat,NA,NA,0,A,A
Ac_122_T24,2018-03-25,Ac,Ac_122,A,R1,0.536,G_62,130,T24,Recovery,NA,NA,0,A,A
Ac_123_T0,2017-07-26,Ac,Ac_123,N,R1,0.618,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_123_T1,2017-08-30,Ac,Ac_123,N,R1,0.503,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_123_T2,2017-10-10,Ac,Ac_123,N,R1,0.478,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_123_T3,2017-10-19,Ac,Ac_123,N,R1,0.552,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_123_T4,2017-11-06,Ac,Ac_123,N,R1,0.661,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_123_T5,2017-11-16,Ac,Ac_123,N,R1,0.608,G_62,1,T5,Baseline,0.138412166836429,-0.858825732439396,0,A,A
Ac_123_T6,2017-11-23,Ac,Ac_123,N,R1,0.641,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_123_T7,2017-11-29,Ac,Ac_123,N,R1,0.623,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_123_T8,2017-12-06,Ac,Ac_123,N,R1,0.67,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_123_T9,2017-12-13,Ac,Ac_123,N,R1,0.645,G_62,28,T9,Nutrients,0.086272386240248,-1.06412818948223,0,A,A
Ac_123_T10,2018-01-03,Ac,Ac_123,N,R1,0.646,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_123_T11,2018-01-19,Ac,Ac_123,N,R1,0.62,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_123_T12,2018-01-25,Ac,Ac_123,N,R1,0.635,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_123_T13,2018-01-30,Ac,Ac_123,N,R1,0.603,G_62,76,T13,Nutrients,0.299378530785363,-0.523779347265385,0,A,A
Ac_123_T15,2018-02-07,Ac,Ac_123,N,R1,0.602,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_123_T16,2018-02-12,Ac,Ac_123,N,R1,0.566,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_123_T17,2018-02-15,Ac,Ac_123,N,R1,0.582,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_123_T18,2018-02-19,Ac,Ac_123,N,R1,0.548,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_123_T19,2018-02-22,Ac,Ac_123,N,R1,0.457,G_62,99,T19,Heat,0.233184317566738,-0.632300660702251,0,A,A
Ac_123_T20,2018-02-26,Ac,Ac_123,N,R1,0.33,G_62,103,T20,Heat,NA,NA,0,A,A
Ac_123_T21,2018-03-01,Ac,Ac_123,N,R1,0.257,G_62,106,T21,Heat,0.043345999817226,-1.36305097517656,0,A,A
Ac_124_T0,2017-07-26,Ac,Ac_124,N+P,R1,0.624,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_124_T1,2017-08-30,Ac,Ac_124,N+P,R1,0.486,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_124_T2,2017-10-10,Ac,Ac_124,N+P,R1,0.464,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_124_T3,2017-10-19,Ac,Ac_124,N+P,R1,0.528,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_124_T4,2017-11-06,Ac,Ac_124,N+P,R1,0.663,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_124_T5,2017-11-16,Ac,Ac_124,N+P,R1,0.616,G_62,1,T5,Baseline,0.370370903856221,-0.431363138596543,0,A,A
Ac_124_T6,2017-11-23,Ac,Ac_124,N+P,R1,0.632,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_124_T7,2017-11-29,Ac,Ac_124,N+P,R1,0.63,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_124_T8,2017-12-06,Ac,Ac_124,N+P,R1,0.651,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_124_T9,2017-12-13,Ac,Ac_124,N+P,R1,0.656,G_62,28,T9,Nutrients,0.088421601243879,-1.05344162463616,0,A,A
Ac_124_T10,2018-01-03,Ac,Ac_124,N+P,R1,0.653,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_124_T11,2018-01-19,Ac,Ac_124,N+P,R1,0.615,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_124_T12,2018-01-25,Ac,Ac_124,N+P,R1,0.608,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_124_T13,2018-01-30,Ac,Ac_124,N+P,R1,0.594,G_62,76,T13,Nutrients,0.219309873646747,-0.658941815318512,0,A,A
Ac_124_T15,2018-02-07,Ac,Ac_124,N+P,R1,0.611,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_124_T16,2018-02-12,Ac,Ac_124,N+P,R1,0.583,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_124_T17,2018-02-15,Ac,Ac_124,N+P,R1,0.578,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_124_T18,2018-02-19,Ac,Ac_124,N+P,R1,0.53,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_124_T19,2018-02-22,Ac,Ac_124,N+P,R1,0.504,G_62,99,T19,Heat,0.052794910573815,-1.27740794141016,0,A,A
Ac_124_T20,2018-02-26,Ac,Ac_124,N+P,R1,0.4,G_62,103,T20,Heat,NA,NA,0,A,A
Ac_124_T21,2018-03-01,Ac,Ac_124,N+P,R1,0.203,G_62,106,T21,Heat,0.034352113442009,-1.46404653872183,0,A,A
Ac_125_T0,2017-07-26,Ac,Ac_125,A,R2,0.623,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_125_T1,2017-08-30,Ac,Ac_125,A,R2,0.499,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_125_T2,2017-10-10,Ac,Ac_125,A,R2,0.571,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_125_T3,2017-10-19,Ac,Ac_125,A,R2,0.56,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_125_T4,2017-11-06,Ac,Ac_125,A,R2,0.661,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_125_T5,2017-11-16,Ac,Ac_125,A,R2,0.601,G_62,1,T5,Baseline,0.169404331766311,-0.771075488703346,0,A,A
Ac_125_T6,2017-11-23,Ac,Ac_125,A,R2,0.616,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_125_T7,2017-11-29,Ac,Ac_125,A,R2,0.619,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_125_T8,2017-12-06,Ac,Ac_125,A,R2,0.602,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_125_T9,2017-12-13,Ac,Ac_125,A,R2,0.606,G_62,28,T9,Nutrients,0.12036957397678,-0.919483276565687,0,A,A
Ac_125_T10,2018-01-03,Ac,Ac_125,A,R2,0.551,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_125_T11,2018-01-19,Ac,Ac_125,A,R2,0.578,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_125_T12,2018-01-25,Ac,Ac_125,A,R2,0.589,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_125_T13,2018-01-30,Ac,Ac_125,A,R2,0.572,G_62,76,T13,Nutrients,0.377891158854564,-0.422633268722288,0,A,A
Ac_125_T15,2018-02-07,Ac,Ac_125,A,R2,0.589,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_125_T16,2018-02-12,Ac,Ac_125,A,R2,0.556,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_125_T17,2018-02-15,Ac,Ac_125,A,R2,0.567,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_125_T18,2018-02-19,Ac,Ac_125,A,R2,0.559,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_125_T19,2018-02-22,Ac,Ac_125,A,R2,0.533,G_62,99,T19,Heat,0.113286092912821,-0.945823401186287,0,A,A
Ac_125_T20,2018-02-26,Ac,Ac_125,A,R2,0.517,G_62,103,T20,Heat,NA,NA,0,A,A
Ac_125_T21,2018-03-01,Ac,Ac_125,A,R2,0.538,G_62,106,T21,Heat,NA,NA,0,A,A
Ac_125_T22,2018-03-05,Ac,Ac_125,A,R2,0.397,G_62,110,T22,Heat,0.046376658015958,-1.33370055059933,0,A,A
Ac_125_T23,2018-03-08,Ac,Ac_125,A,R2,0.354,G_62,113,T23,Heat,NA,NA,0,A,A
Ac_126_T0,2017-07-26,Ac,Ac_126,N,R2,0.611,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_126_T1,2017-08-30,Ac,Ac_126,N,R2,0.416,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_126_T2,2017-10-10,Ac,Ac_126,N,R2,0.507,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_126_T3,2017-10-19,Ac,Ac_126,N,R2,0.556,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_126_T4,2017-11-06,Ac,Ac_126,N,R2,0.67,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_126_T5,2017-11-16,Ac,Ac_126,N,R2,0.599,G_62,1,T5,Baseline,0.244099741224086,-0.612432680988428,0,A,A
Ac_126_T6,2017-11-23,Ac,Ac_126,N,R2,0.613,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_126_T7,2017-11-29,Ac,Ac_126,N,R2,0.621,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_126_T8,2017-12-06,Ac,Ac_126,N,R2,0.647,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_126_T9,2017-12-13,Ac,Ac_126,N,R2,0.647,G_62,28,T9,Nutrients,0.035171304870768,-1.45381151886925,0,A,A
Ac_126_T10,2018-01-03,Ac,Ac_126,N,R2,0.636,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_126_T11,2018-01-19,Ac,Ac_126,N,R2,0.627,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_126_T12,2018-01-25,Ac,Ac_126,N,R2,0.593,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_126_T13,2018-01-30,Ac,Ac_126,N,R2,0.613,G_62,76,T13,Nutrients,0.346888199996178,-0.459810473186789,0,A,A
Ac_126_T15,2018-02-07,Ac,Ac_126,N,R2,0.587,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_126_T16,2018-02-12,Ac,Ac_126,N,R2,0.586,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_126_T17,2018-02-15,Ac,Ac_126,N,R2,0.48,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_126_T18,2018-02-19,Ac,Ac_126,N,R2,0.45,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_126_T19,2018-02-22,Ac,Ac_126,N,R2,0.333,G_62,99,T19,Heat,0.074896529026294,-1.12553830859768,0,A,A
Ac_126_T20,2018-02-26,Ac,Ac_126,N,R2,0.463,G_62,103,T20,Heat,0.050103064971058,-1.30013570608279,0,A,A
Ac_128_T0,2017-07-26,Ac,Ac_128,N+P,R2,0.591,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_128_T1,2017-08-30,Ac,Ac_128,N+P,R2,0.478,G_62,-77,T1,Baseline,NA,NA,0,A,A
Ac_128_T2,2017-10-10,Ac,Ac_128,N+P,R2,0.48,G_62,-36,T2,Baseline,NA,NA,0,A,A
Ac_128_T3,2017-10-19,Ac,Ac_128,N+P,R2,0.534,G_62,-27,T3,Baseline,NA,NA,0,A,A
Ac_128_T4,2017-11-06,Ac,Ac_128,N+P,R2,0.666,G_62,-9,T4,Baseline,NA,NA,0,A,A
Ac_128_T5,2017-11-16,Ac,Ac_128,N+P,R2,0.608,G_62,1,T5,Baseline,0.143990214049822,-0.84166702268655,0,A,A
Ac_128_T6,2017-11-23,Ac,Ac_128,N+P,R2,0.624,G_62,8,T6,Nutrients,NA,NA,0,A,A
Ac_128_T7,2017-11-29,Ac,Ac_128,N+P,R2,0.633,G_62,14,T7,Nutrients,NA,NA,0,A,A
Ac_128_T8,2017-12-06,Ac,Ac_128,N+P,R2,0.639,G_62,21,T8,Nutrients,NA,NA,0,A,A
Ac_128_T9,2017-12-13,Ac,Ac_128,N+P,R2,0.644,G_62,28,T9,Nutrients,0.04378385125839,-1.35868604023944,0,A,A
Ac_128_T10,2018-01-03,Ac,Ac_128,N+P,R2,0.62,G_62,49,T10,Nutrients,NA,NA,0,A,A
Ac_128_T11,2018-01-19,Ac,Ac_128,N+P,R2,0.629,G_62,65,T11,Nutrients,NA,NA,0,A,A
Ac_128_T12,2018-01-25,Ac,Ac_128,N+P,R2,0.613,G_62,71,T12,Nutrients,NA,NA,0,A,A
Ac_128_T13,2018-01-30,Ac,Ac_128,N+P,R2,0.612,G_62,76,T13,Nutrients,0.278653208602784,-0.554935951816607,0,A,A
Ac_128_T15,2018-02-07,Ac,Ac_128,N+P,R2,0.63,G_62,84,T15,Ramping,NA,NA,0,A,A
Ac_128_T16,2018-02-12,Ac,Ac_128,N+P,R2,0.584,G_62,89,T16,Ramping,NA,NA,0,A,A
Ac_128_T17,2018-02-15,Ac,Ac_128,N+P,R2,0.593,G_62,92,T17,Heat,NA,NA,0,A,A
Ac_128_T18,2018-02-19,Ac,Ac_128,N+P,R2,0.568,G_62,96,T18,Heat,NA,NA,0,A,A
Ac_128_T19,2018-02-22,Ac,Ac_128,N+P,R2,0.49,G_62,99,T19,Heat,0.057953623229462,-1.23691940699336,0,A,A
Ac_128_T20,2018-02-26,Ac,Ac_128,N+P,R2,0.409,G_62,103,T20,Heat,NA,NA,0,A,A
Ac_128_T21,2018-03-01,Ac,Ac_128,N+P,R2,0.349,G_62,106,T21,Heat,NA,NA,0,A,A
Ac_128_T22,2018-03-05,Ac,Ac_128,N+P,R2,0.34,G_62,110,T22,Heat,0.019424788097861,-1.71164371015545,0,A,A
Ac_128_T23,2018-03-08,Ac,Ac_128,N+P,R2,0.232,G_62,113,T23,Heat,NA,NA,0,A,A
Ac_129_T0,2017-07-26,Ac,Ac_129,A,R1,0.604,G_62,-112,T0,Baseline,NA,NA,0,A,A
Ac_129_T1,2017-08-30,Ac,Ac_129,A,R1,0.517,G_62,-77,T1,Baseline,NA,NA,0,A,A
